"#","Name","Type 1","Type 2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation","Legendary","hue","url"
"733","Toucannon ","Normal","Flying","485","80","120","75","75","75","60","7","False","300"," https://img.pokemondb.net/sprites/bank/normal/toucannon.png"
"734","Yungoos ","Normal","N/A","253","48","70","30","30","30","45","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/yungoos.png"
"735","Gumshoos ","Normal","N/A","418","88","110","60","55","60","45","7","False","30"," https://img.pokemondb.net/sprites/bank/normal/gumshoos.png"
"736","Grubbin ","Bug","N/A","300","47","62","45","55","45","46","7","False","28"," https://img.pokemondb.net/sprites/bank/normal/grubbin.png"
"737","Charjabug ","Bug","Electric","400","57","82","95","55","75","36","7","False","86"," https://img.pokemondb.net/sprites/bank/normal/charjabug.png"
"738","Vikavolt ","Bug","Electric","500","77","70","90","145","75","43","7","False","191"," https://img.pokemondb.net/sprites/bank/normal/vikavolt.png"
"739","Crabrawler ","Fighting","N/A","338","47","82","57","42","47","63","7","False","192"," https://img.pokemondb.net/sprites/bank/normal/crabrawler.png"
"740","Crabominable ","Fighting","Ice","478","97","132","77","62","67","43","7","False","240"," https://img.pokemondb.net/sprites/bank/normal/crabominable.png"
"741","Oricorio ","Fire","Flying","476","75","70","70","98","70","93","7","False","350"," https://img.pokemondb.net/sprites/bank/normal/oricorio-baile.png"
"742","Cutiefly ","Bug","Fairy","304","40","45","40","55","40","84","7","False","51"," https://img.pokemondb.net/sprites/bank/normal/cutiefly.png"
"743","Ribombee ","Bug","Fairy","464","60","55","60","95","70","124","7","False","30"," https://img.pokemondb.net/sprites/bank/normal/ribombee.png"
"744","Rockruff ","Rock","N/A","280","45","65","40","30","40","60","7","False","20"," https://img.pokemondb.net/sprites/bank/normal/rockruff.png"
"745","Lycanroc Midday","Rock","N/A","487","75","115","65","55","65","112","7","False","30"," https://img.pokemondb.net/sprites/bank/normal/lycanroc-midday.png"
"745","Lycanroc Midnight","Rock","N/A","487","85","115","75","55","75","82","7","False","30"," https://img.pokemondb.net/sprites/bank/normal/lycanroc-midday.png"
"745","Lycanroc Dusk","Rock","N/A","487","75","117","65","55","65","110","7","False","30"," https://img.pokemondb.net/sprites/bank/normal/lycanroc-midday.png"
"746","Wishiwashi ","Water","N/A","175","45","20","20","25","25","40","7","False","210"," https://img.pokemondb.net/sprites/bank/normal/wishiwashi-solo.png"
"747","Mareanie ","Poison","Water","305","50","53","62","43","52","45","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/mareanie.png"
"748","Toxapex ","Poison","Water","495","50","63","152","53","142","35","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/toxapex.png"
"749","Mudbray ","Ground","N/A","385","70","100","70","45","55","45","7","False","20"," https://img.pokemondb.net/sprites/bank/normal/mudbray.png"
"750","Mudsdale ","Ground","N/A","500","100","125","100","55","85","35","7","False","20"," https://img.pokemondb.net/sprites/bank/normal/mudsdale.png"
"751","Dewpider ","Water","Bug","269","38","40","52","40","72","27","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/dewpider.png"
"752","Araquanid ","Water","Bug","454","68","70","92","50","132","42","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/araquanid.png"
"753","Fomantis ","Grass","N/A","250","40","55","35","50","35","35","7","False","161"," https://img.pokemondb.net/sprites/bank/normal/fomantis.png"
"754","Lurantis ","Grass","N/A","480","70","105","90","80","90","45","7","False","351"," https://img.pokemondb.net/sprites/bank/normal/lurantis.png"
"755","Morelull ","Grass","Fairy","285","40","35","55","65","75","15","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/morelull.png"
"756","Shiinotic ","Grass","Fairy","405","60","45","80","90","100","30","7","False","300"," https://img.pokemondb.net/sprites/bank/normal/shiinotic.png"
"757","Salandit ","Poison","Fire","320","48","44","40","71","40","77","7","False","240"," https://img.pokemondb.net/sprites/bank/normal/salandit.png"
"758","Salazzle","Poison","Fire","480","68","64","60","111","60","117","7","False","240"," https://img.pokemondb.net/sprites/bank/normal/salazzle.png"
"759","Stufful ","Normal","Fighting","340","70","75","50","45","50","50","7","False","352"," https://img.pokemondb.net/sprites/bank/normal/stufful.png"
"760","Bewear ","Normal","Fighting","500","120","125","80","55","60","60","7","False","120"," https://img.pokemondb.net/sprites/bank/normal/bewear.png"
"761","Bounsweet ","Grass","N/A","210","42","30","38","30","38","32","7","False","90"," https://img.pokemondb.net/sprites/bank/normal/bounsweet.png"
"762","Steenee ","Grass","N/A","290","52","40","48","40","48","62","7","False","90"," https://img.pokemondb.net/sprites/bank/normal/steenee.png"
"763","Tsareena ","Grass","N/A","510","72","120","98","50","98","72","7","False","90"," https://img.pokemondb.net/sprites/bank/normal/tsareena.png"
"764","Comfey ","Fairy","N/A","485","51","52","90","82","110","100","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/comfey.png"
"765","Oranguru ","Normal","Psychic","490","90","60","80","90","110","60","7","False","300"," https://img.pokemondb.net/sprites/bank/normal/oranguru.png"
"766","Passimian ","Fighting","N/A","490","100","120","90","40","60","80","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/passimian.png"
"767","Wimpod ","Bug","Water","230","25","35","40","20","30","80","7","False","300"," https://img.pokemondb.net/sprites/bank/normal/wimpod.png"
"768","Golisopod ","Bug","Water","530","75","125","140","60","90","40","7","False","120"," https://img.pokemondb.net/sprites/bank/normal/golisopod.png"
"769","Sandygast ","Ghost","Ground","320","55","55","80","70","45","15","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/sandygast.png"
"770","Palossand","Ghost","Ground","480","85","75","110","100","75","35","7","False","35"," https://img.pokemondb.net/sprites/bank/normal/palossand.png"
"771","Pyukumuku ","Water","N/A","410","55","60","130","30","130","5","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/pyukumuku.png"
"772","Type: Null","Normal","N/A","534","95","95","95","95","95","59","7","True","180"," https://img.pokemondb.net/sprites/bank/normal/type-null.png"
"773","Silvally ","Normal","N/A","570","95","95","95","95","95","95","7","True","240"," https://img.pokemondb.net/sprites/bank/normal/silvally.png"
"774","Minior ","Rock","Flying","440","60","60","100","60","100","60","7","False","300"," https://img.pokemondb.net/sprites/bank/normal/minior-meteor.png"
"774","Minior Core","Rock","Flying","500","60","100","60","100","60","120","7","False","300"," https://img.pokemondb.net/sprites/bank/normal/minior-meteor.png"
"775","Komala ","Normal","N/A","480","65","115","65","75","95","65","7","False","210"," https://img.pokemondb.net/sprites/bank/normal/komala.png"
"776","Turtonator ","Fire","Dragon","485","60","78","135","91","85","36","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/turtonator.png"
"777","Togedemaru ","Electric","Steel","435","65","98","63","40","73","96","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/togedemaru.png"
"778","Mimikyu","Ghost","Fairy","476","55","90","80","50","105","96","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/mimikyu.png"
"779","Bruxish ","Water","Psychic","475","68","105","70","70","70","92","7","False","280"," https://img.pokemondb.net/sprites/bank/normal/bruxish.png"
"780","Drampa ","Normal","Dragon","485","78","60","85","135","91","36","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/drampa.png"
"781","Dhelmise ","Ghost","Grass","517","70","131","100","86","90","40","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/dhelmise.png"
"782","Jangmo-o","Dragon","N/A","300","45","55","65","45","45","45","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/jangmo-o.png"
"783","Hakamo-o","Dragon","Fighting","420","55","75","90","65","70","65","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/hakamo-o.png"
"784","Kommo-o","Dragon","Fighting","600","75","110","125","100","105","85","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/kommo-o.png"
"785","Tapu Koko","Electric","Fairy","570","70","115","85","95","75","130","7","True","60"," https://img.pokemondb.net/sprites/bank/normal/tapu-koko.png"
"786","Tapu Lele","Psychic","Fairy","570","70","85","75","130","115","95","7","True","330"," https://img.pokemondb.net/sprites/bank/normal/tapu-lele.png"
"787","Tapu Bulu","Grass","Fairy","570","70","130","115","85","95","75","7","True","3"," https://img.pokemondb.net/sprites/bank/normal/tapu-bulu.png"
"788","Tapu Fini","Water","Fairy","570","70","75","115","95","130","85","7","True","260"," https://img.pokemondb.net/sprites/bank/normal/tapu-fini.png"
"789","Cosmog ","Psychic","N/A","200","43","29","31","29","31","37","7","True","195"," https://img.pokemondb.net/sprites/bank/normal/cosmog.png"
"790","Cosmoem","Psychic","N/A","400","43","29","131","29","131","37","7","True","60"," https://img.pokemondb.net/sprites/bank/normal/cosmoem.png"
"791","Solgaleo ","Psychic","Steel","680","137","137","107","113","89","97","7","True","210"," https://img.pokemondb.net/sprites/bank/normal/solgaleo.png"
"792","Lunala ","Psychic","Ghost","680","137","113","89","137","107","97","7","True","60"," https://img.pokemondb.net/sprites/bank/normal/lunala.png"
"793","Nihilego ","Rock","Poison","570","109","53","47","127","131","103","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/nihilego.png"
"794","Buzzwole ","Bug","Fighting","570","107","139","139","53","53","79","7","False","354"," https://img.pokemondb.net/sprites/bank/normal/buzzwole.png"
"795","Pheromosa ","Bug","Fighting","570","71","137","37","137","37","151","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/pheromosa.png"
"796","Xurkitree ","Electric","N/A","570","83","89","71","173","71","83","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/xurkitree.png"
"797","Celesteela ","Steel","Flying","570","97","101","103","107","101","61","7","False","120"," https://img.pokemondb.net/sprites/bank/normal/celesteela.png"
"798","Kartana ","Grass","Steel","570","59","181","131","59","31","109","7","False","300"," https://img.pokemondb.net/sprites/bank/normal/kartana.png"
"799","Guzzlord","Dark","Dragon","570","223","101","53","97","53","43","7","False","210"," https://img.pokemondb.net/sprites/bank/normal/guzzlord.png"
"800","Necrozma ","Psychic","N/A","600","97","107","101","127","89","79","7","True","240"," https://img.pokemondb.net/sprites/bank/normal/necrozma.png"
"801","Magearna ","Steel","Fairy","600","80","95","115","130","115","65","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/magearna.png"
"802","Marshadow","Fighting","Ghost","600","90","125","80","90","90","125","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/marshadow.png"
"803","Poipole ","Poison","N/A","420","67","73","67","73","67","73","7","False","264"," https://img.pokemondb.net/sprites/bank/normal/poipole.png"
"804","Naganadel ","Poison","Dragon","540","73","73","73","127","73","121","7","False","266"," https://img.pokemondb.net/sprites/bank/normal/naganadel.png"
"805","Stakataka ","Rock","Steel","570","61","131","211","53","101","13","7","False","240"," https://img.pokemondb.net/sprites/bank/normal/stakataka.png"
"806","Blacephalon ","Fire","Ghost","570","53","127","53","151","79","107","7","False","180"," https://img.pokemondb.net/sprites/bank/normal/blacephalon.png"
"807","Zeraora ","Electric","N/A","600","88","112","75","102","80","143","7","False","60"," https://img.pokemondb.net/sprites/bank/normal/zeraora.png"
"808","Meltan","Steel","N/A","300","46","65","65","55","35","34","7","False","43"," https://img.pokemondb.net/sprites/bank/normal/meltan.png"
"809","Melmetal ","Steel","N/A","600","135","143","143","80","65","34","7","False","120"," https://img.pokemondb.net/sprites/bank/normal/melmetal.png"
"810","Grookey","Grass","N/A","310","50","65","50","40","40","65","8","False","88"," https://img.pokemondb.net/sprites/sword-shield/pixel/grookey.png"
"811","Thwackey ","Grass","N/A","420","70","85","70","55","60","80","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/thwackey.png"
"812","Rillaboom ","Grass","N/A","530","100","125","90","60","70","85","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/rillaboom.png"
"813","Scorbunny ","Fire","N/A","310","50","71","40","40","40","69","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/scorbunny.png"
"814","Raboot ","Fire","N/A","420","65","86","60","55","60","94","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/raboot.png"
"815","Cinderace ","Fire","N/A","530","80","116","75","65","75","119","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/cinderace.png"
"816","Sobble ","Water","N/A","310","50","40","40","70","40","70","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/sobble.png"
"817","Drizzile ","Water","N/A","420","65","60","55","95","55","90","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/drizzile.png"
"818","Inteleon ","Water","N/A","530","70","85","65","125","65","120","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/inteleon.png"
"819","Skwovet ","Normal","N/A","275","70","55","55","35","35","25","8","False","40"," https://img.pokemondb.net/sprites/sword-shield/pixel/skwovet.png"
"820","Greedent ","Normal","N/A","460","120","95","95","55","75","20","8","False","5"," https://img.pokemondb.net/sprites/sword-shield/pixel/greedent.png"
"821","Rookidee ","Flying","N/A","245","38","47","35","33","35","57","8","False","215"," https://img.pokemondb.net/sprites/sword-shield/pixel/rookidee.png"
"822","Corvisquire ","Flying","N/A","365","68","67","55","43","55","77","8","False","215"," https://img.pokemondb.net/sprites/sword-shield/pixel/corvisquire.png"
"823","Corviknight","Flying","Steel","495","98","87","105","53","85","67","8","False","248"," https://img.pokemondb.net/sprites/sword-shield/pixel/corviknight.png"
"824","Blipbug ","Bug","N/A","180","25","20","20","25","45","45","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/blipbug.png"
"825","Dottler ","Bug","Psychic","335","50","35","80","50","90","30","8","False","44"," https://img.pokemondb.net/sprites/sword-shield/pixel/dottler.png"
"826","Orbeetle ","Bug","Psychic","505","60","45","110","80","120","90","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/orbeetle.png"
"827","Nickit ","Dark","N/A","245","40","28","28","47","52","50","8","False","11"," https://img.pokemondb.net/sprites/sword-shield/pixel/nickit.png"
"828","Thievul ","Dark","N/A","455","70","58","58","87","92","90","8","False","11"," https://img.pokemondb.net/sprites/sword-shield/pixel/thievul.png"
"829","Gossifleur ","Grass","N/A","250","40","40","60","40","60","10","8","False","6"," https://img.pokemondb.net/sprites/sword-shield/pixel/gossifleur.png"
"830","Eldegoss","Grass","N/A","460","60","50","90","80","120","60","8","False","56"," https://img.pokemondb.net/sprites/sword-shield/pixel/eldegoss.png"
"831","Wooloo ","Normal","N/A","270","42","40","55","40","45","48","8","False","352"," https://img.pokemondb.net/sprites/sword-shield/pixel/wooloo.png"
"832","Dubwool ","Normal","N/A","490","72","80","100","60","90","88","8","False","356"," https://img.pokemondb.net/sprites/sword-shield/pixel/dubwool.png"
"833","Chewtle ","Water","N/A","284","50","64","50","38","38","44","8","False","155"," https://img.pokemondb.net/sprites/sword-shield/pixel/chewtle.png"
"834","Drednaw","Water","Rock","485","90","115","90","48","68","74","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/drednaw.png"
"835","Yamper ","Electric","N/A","270","59","45","50","40","50","26","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/yamper.png"
"836","Boltund ","Electric","N/A","490","69","90","60","90","60","121","8","False","47"," https://img.pokemondb.net/sprites/sword-shield/pixel/boltund.png"
"837","Rolycoly ","Rock","N/A","240","30","40","50","40","50","30","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/rolycoly.png"
"838","Carkol ","Rock","Fire","410","80","60","90","60","70","50","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/carkol.png"
"839","Coalossal ","Rock","Fire","510","110","80","120","80","90","30","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/coalossal.png"
"840","Applin ","Grass","Dragon","260","40","40","80","40","40","20","8","False","88"," https://img.pokemondb.net/sprites/sword-shield/pixel/applin.png"
"841","Flapple ","Grass","Dragon","485","70","110","80","95","60","70","8","False","38"," https://img.pokemondb.net/sprites/sword-shield/pixel/flapple.png"
"842","Appletun ","Grass","Dragon","485","110","85","80","100","80","30","8","False","114"," https://img.pokemondb.net/sprites/sword-shield/pixel/appletun.png"
"843","Silicobra ","Ground","N/A","315","52","57","75","35","50","46","8","False","37"," https://img.pokemondb.net/sprites/sword-shield/pixel/silicobra.png"
"844","Sandaconda ","Ground","N/A","510","72","107","125","65","70","71","8","False","30"," https://img.pokemondb.net/sprites/sword-shield/pixel/sandaconda.png"
"845","Cramorant ","Flying","Water","475","70","85","55","85","95","85","8","False","207"," https://img.pokemondb.net/sprites/sword-shield/pixel/cramorant.png"
"846","Arrokuda ","Water","N/A","280","41","63","40","40","30","66","8","False","300"," https://img.pokemondb.net/sprites/sword-shield/pixel/arrokuda.png"
"847","Barraskewda ","Water","N/A","490","61","123","60","60","50","136","8","False","33"," https://img.pokemondb.net/sprites/sword-shield/pixel/barraskewda.png"
"848","Toxel ","Electric","Poison","242","40","38","35","54","35","40","8","False","272"," https://img.pokemondb.net/sprites/sword-shield/pixel/toxel.png"
"849","Toxtricity ","Electric","Poison","502","75","98","70","114","70","75","8","False","258"," https://img.pokemondb.net/sprites/sword-shield/pixel/toxtricity-low-key.png"
"850","Sizzlipede ","Fire","Bug","305","50","65","45","50","50","45","8","False","5"," https://img.pokemondb.net/sprites/sword-shield/pixel/sizzlipede.png"
"851","Centiskorch ","Fire","Bug","525","100","115","65","90","90","65","8","False","32"," https://img.pokemondb.net/sprites/sword-shield/pixel/centiskorch.png"
"852","Clobbopus ","Fighting","N/A","310","50","68","60","50","50","32","8","False","40"," https://img.pokemondb.net/sprites/sword-shield/pixel/clobbopus.png"
"853","Grapploct ","Fighting","N/A","480","80","118","90","70","80","42","8","False","216"," https://img.pokemondb.net/sprites/sword-shield/pixel/grapploct.png"
"854","Sinistea ","Ghost","N/A","308","40","45","45","74","54","50","8","False","279"," https://img.pokemondb.net/sprites/sword-shield/pixel/sinistea.png"
"855","Polteageist ","Ghost","N/A","508","60","65","65","134","114","70","8","False","166"," https://img.pokemondb.net/sprites/sword-shield/pixel/polteageist.png"
"856","Hatenna ","Psychic","N/A","265","42","30","45","56","53","39","8","False","198"," https://img.pokemondb.net/sprites/sword-shield/pixel/hatenna.png"
"857","Hattrem","Psychic","N/A","370","57","40","65","86","73","49","8","False","198"," https://img.pokemondb.net/sprites/sword-shield/pixel/hattrem.png"
"858","Hatterene ","Psychic","Fairy","510","57","90","95","136","103","29","8","False","198"," https://img.pokemondb.net/sprites/sword-shield/pixel/hatterene.png"
"859","Impidimp ","Dark","Fairy","265","45","45","30","55","40","50","8","False","333"," https://img.pokemondb.net/sprites/sword-shield/pixel/impidimp.png"
"860","Morgrem ","Dark","Fairy","370","65","60","45","75","55","70","8","False","244"," https://img.pokemondb.net/sprites/sword-shield/pixel/morgrem.png"
"861","Grimmsnarl","Dark","Fairy","510","95","120","65","95","75","60","8","False","247"," https://img.pokemondb.net/sprites/sword-shield/pixel/grimmsnarl.png"
"862","Obstagoon ","Dark","Normal","520","93","90","101","60","81","95","8","False","300"," https://img.pokemondb.net/sprites/sword-shield/pixel/obstagoon.png"
"863","Perrserker","Steel","N/A","440","70","110","100","50","60","50","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/perrserker.png"
"864","Cursola ","Ghost","N/A","510","60","95","50","145","130","30","8","False","255"," https://img.pokemondb.net/sprites/sword-shield/pixel/cursola.png"
"865","Sirfetch'd","Fighting","N/A","507","62","135","95","68","82","65","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/sirfetchd.png"
"866","Mr. Rime","ice","Psychic","520","80","85","75","110","100","70","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/mr-rime.png"
"867","Runerigus ","Ground","Ghost","483","58","95","145","50","105","30","8","False","356"," https://img.pokemondb.net/sprites/sword-shield/pixel/runerigus.png"
"868","Milcery ","Fairy","N/A","270","45","40","40","50","61","34","8","False","48"," https://img.pokemondb.net/sprites/sword-shield/pixel/milcery.png"
"869","Alcremie ","Fairy","N/A","495","65","60","75","110","121","64","8","False","358"," https://img.pokemondb.net/sprites/sword-shield/pixel/alcremie.png"
"870","Falinks ","Fighting","N/A","470","65","100","100","70","60","75","8","False","47"," https://img.pokemondb.net/sprites/sword-shield/pixel/falinks.png"
"871","Pincurchin ","Electric","N/A","435","48","101","95","91","85","15","8","False","258"," https://img.pokemondb.net/sprites/sword-shield/pixel/pincurchin.png"
"872","Snom ","Ice","Bug","185","30","25","35","45","30","20","8","False","240"," https://img.pokemondb.net/sprites/sword-shield/pixel/snom.png"
"873","Frosmoth ","Ice","Bug","475","70","65","60","125","90","65","8","False","240"," https://img.pokemondb.net/sprites/sword-shield/pixel/frosmoth.png"
"874","Stonjourner ","Rock","N/A","470","100","125","135","20","20","70","8","False","32"," https://img.pokemondb.net/sprites/sword-shield/pixel/stonjourner.png"
"875","Eiscue ","Ice","N/A","470","75","80","110","65","90","50","8","False","196"," https://img.pokemondb.net/sprites/sword-shield/pixel/eiscue-ice.png"
"876","Indeedee Male","Psychic","Normal","475","60","65","55","105","95","95","8","False","240"," https://img.pokemondb.net/sprites/sword-shield/pixel/indeedee-male.png"
"876","Indeedee Female","Psychic","Normal","475","70","55","65","95","105","85","8","False","240"," https://img.pokemondb.net/sprites/sword-shield/pixel/indeedee-male.png"
"877","Morpeko ","Electric","Dark","436","58","95","58","70","58","97","8","False","30"," https://img.pokemondb.net/sprites/sword-shield/pixel/morpeko-full-belly.png"
"878","Cufant ","Steel","N/A","330","72","80","49","40","49","40","8","False","18"," https://img.pokemondb.net/sprites/sword-shield/pixel/cufant.png"
"879","Copperajah ","Steel","N/A","500","122","130","69","80","69","30","8","False","178"," https://img.pokemondb.net/sprites/sword-shield/pixel/copperajah.png"
"880","Dracozolt","Electric","Dragon","505","90","100","90","80","70","75","8","False","60"," https://img.pokemondb.net/sprites/sword-shield/pixel/dracozolt.png"
"881","Arctozolt ","Electric","Ice","505","90","100","90","90","80","55","8","False","50"," https://img.pokemondb.net/sprites/sword-shield/pixel/arctozolt.png"
"882","Dracovish ","Water","Dragon","505","90","90","100","70","80","75","8","False","208"," https://img.pokemondb.net/sprites/sword-shield/pixel/dracovish.png"
"883","Arctovish ","Water","Ice","505","90","90","100","80","90","55","8","False","207"," https://img.pokemondb.net/sprites/sword-shield/pixel/arctovish.png"
"884","Duraludon ","Steel","Dragon","535","70","95","115","120","50","85","8","False","60"," https://img.pokemondb.net/sprites/sword-shield/pixel/duraludon.png"
"885","Dreepy ","Dragon","Ghost","270","28","60","30","40","30","82","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/dreepy.png"
"886","Drakloak ","Dragon","Ghost","410","68","80","50","60","50","102","8","False","205"," https://img.pokemondb.net/sprites/sword-shield/pixel/drakloak.png"
"887","Dragapult ","Dragon","Ghost","600","88","120","75","100","75","142","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/dragapult.png"
"888","Zacian Hero of many battles","Fairy","N/A","670","92","130","115","80","115","138","8","True","60"," https://img.pokemondb.net/sprites/sword-shield/pixel/zacian-crowned.png"
"888","Zacian Crowned Sword","Fairy","N/A","720","92","170","115","80","115","148","8","True","60"," https://img.pokemondb.net/sprites/sword-shield/pixel/zacian-crowned.png"
"889","Zamazenta Hero of many battles","Fighting","N/A","670","92","130","115","80","115","138","8","True","54"," https://img.pokemondb.net/sprites/sword-shield/pixel/zamazenta-crowned.png"
"889","Zamazenta Hero of many battles","Fighting","N/A","720","92","130","145","80","145","128","8","True","54"," https://img.pokemondb.net/sprites/sword-shield/pixel/zamazenta-crowned.png"
"890","Eternatus ","Poison","Dragon","690","140","85","95","145","95","130","8","True","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/eternatus.png"
"890","Eternamax Eternatus","Poison","Dragon","1125","255","115","250","125","250","130","8","True","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/eternatus.png"
"891","Kubfu ","Fighting","N/A","385","60","90","60","53","50","72","8","True","300"," https://img.pokemondb.net/sprites/sword-shield/pixel/kubfu.png"
"892","Urshifu Single Strike Style","Fighting","Dark","550","100","130","100","63","60","97","8","True","300"," https://img.pokemondb.net/sprites/sword-shield/pixel/urshifu-single-strike.png"
"892","Urshifu Rapid Strike Style","Fighting","Dark","550","100","130","100","63","60","97","8","True","300"," https://img.pokemondb.net/sprites/sword-shield/pixel/urshifu-single-strike.png"
"893","Zarude ","Dark","Grass","600","105","120","105","70","95","105","8","False","120"," https://img.pokemondb.net/sprites/sword-shield/pixel/zarude.png"
"894","Regieleki ","Electric","N/A","580","80","100","50","100","50","200","8","True","-1"," https://img.pokemondb.net/s.png"
"895","Regidrago ","Dragon","N/A","580","200","100","50","100","50","80","8","True","-1"," https://img.pokemondb.net/s.png"
"896","Glastrier ","Ice","N/A","580","100","145","130","65","110","30","8","True","-1"," https://img.pokemondb.net/s.png"
"897","Spectrier ","Ghost","N/A","580","100","65","60","145","80","130","8","True","-1"," https://img.pokemondb.net/s.png"
"898","Calyrex ","Psychic","Grass","500","100","80","80","80","80","80","8","True","-1"," https://img.pokemondb.net/s.png"
"898","Ice Rider Calyrex ","Psychic","Grass","680","100","165","150","85","130","50","8","False","-1"," https://img.pokemondb.net/s.png"
"898","Shadow Rider Calyrex ","Psychic","Grass","680","100","85","80","165","100","150","8","False","-1"," https://img.pokemondb.net/s.png"
